team,no,pos,player,birth_date,age,caps,goals,club,club_country,nn,mins,op_rate90,pen_per90,role,g,npxg,sh90,mn,exp_min,exp_shots_match,is_taker,pen_rate90,exp_g90,exp_g_match
Czech Republic,1,GK,Matěj Kovář,2000-05-17,26,20,0,PSV Eindhoven,Netherlands,matej kovar,2915.0,0.0003753183047232573,0.0,GK,0.0,0.0,0.001470340633262374,2915.0,85.0,0.0013886550425255754,False,0.0,0.0003753183047232573,0.0003544672877941874
Czech Republic,2,DF,David Zima,2000-11-08,25,25,1,Slavia Prague,Czech Republic,david zima,1495.0,0.03833107109146394,0.0,DEF,0.0,0.5599999999999999,0.5083080108801422,1495.0,69.52380952380952,0.39266121475397225,False,0.0,0.03833107109146394,0.029610245393406006
Czech Republic,3,DF,Tomáš Holeš,1993-03-31,33,41,2,Slavia Prague,Czech Republic,tomas holes,1579.0,0.03848912542113672,0.0,DEF,0.0,0.6100000000000001,0.8111971945243239,1579.0,77.77777777777779,0.7010346125518849,False,0.0,0.03848912542113672,0.033262207154068774
Czech Republic,4,DF,Robin Hranáč,2000-01-29,26,14,1,TSG Hoffenheim,Germany,robin hranac,3790.0,0.06152555846206679,0.0,DEF,1.0,3.2600000000000002,0.4223882795620877,3790.0,77.61363636363636,0.36425655926882056,False,0.0,0.06152555846206679,0.05305802579493891
Czech Republic,5,DF,Vladimír Coufal,1992-08-22,33,62,2,TSG Hoffenheim,Germany,vladimir coufal,8106.0,0.024243635140579842,0.0,DEF,1.0,1.7400000000000002,0.48345279472982094,8106.0,77.77777777777779,0.417798711494907,False,0.0,0.024243635140579842,0.020951289627661594
Czech Republic,6,DF,Štěpán Chaloupek,2003-03-08,23,5,0,Slavia Prague,Czech Republic,stepan chaloupek,580.0,0.08021750914936569,0.0,DEF,1.0,0.79,0.6201184682794296,580.0,55.45454545454545,0.3820931976267192,False,0.0,0.08021750914936569,0.049426950081932396
Czech Republic,7,DF,Ladislav Krejčí (captain),1999-04-20,27,27,5,Wolverhampton Wanderers,England,ladislav krejci,6510.0,0.06629340787016,0.0,DEF,6.0,4.8500000000000005,0.7267702125447837,6510.0,83.19444444444444,0.6718138230159343,False,0.0,0.06629340787016,0.061280480423188025
Czech Republic,8,MF,Vladimír Darida,1990-08-08,35,79,8,Hradec Králové,Czech Republic,vladimir darida,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Czech Republic,9,FW,Adam Hložek,2002-07-25,23,43,5,TSG Hoffenheim,Germany,adam hlozek,3441.0,0.3567932990713683,0.0,FWD,15.0,14.31,3.24306947813107,3441.0,55.20833333333333,1.9893828974646606,False,0.0,0.3567932990713683,0.21886625984701988
Czech Republic,10,FW,Patrik Schick,1996-01-24,30,53,26,Bayer Leverkusen,Germany,patrik schick,6119.0,0.5414579286192016,0.08133681974178789,FWD,55.0,39.44,3.375043538567093,6119.0,61.476190476190474,2.3053868826931834,False,0.0,0.5414579286192016,0.369853008384862
Czech Republic,11,FW,Jan Kuchta,1997-01-08,29,31,3,Sparta Prague,Czech Republic,jan kuchta,1035.0,0.30332222430232336,0.0,FWD,3.0,3.49,1.7397183414883135,1035.0,72.0,1.3917746731906508,False,0.0,0.30332222430232336,0.2426577794418587
Czech Republic,12,MF,Lukáš Červ,2001-04-10,25,17,2,Viktoria Plzeň,Czech Republic,lukas cerv,2236.0,0.09296672114615313,0.0,MID,2.0,1.6,1.3399170442894575,2236.0,82.5,1.2282572905986693,False,0.0,0.09296672114615313,0.0852194943839737
Czech Republic,13,FW,Mojmír Chytil,1999-04-29,27,22,6,Slavia Prague,Czech Republic,mojmir chytil,1004.0,0.33864165608204916,0.0,FWD,5.0,3.69,2.7689934650851886,1004.0,50.95238095238095,1.567631220974154,False,0.0,0.33864165608204916,0.191717762967086
Czech Republic,14,DF,David Jurásek,2000-08-07,25,18,1,Slavia Prague,Czech Republic,david jurasek,1751.0,0.036452102283812175,0.0,DEF,0.0,0.5900000000000001,0.7877363146294003,1751.0,47.85714285714285,0.41887565936642707,False,0.0,0.036452102283812175,0.01938326073821758
Czech Republic,15,FW,Pavel Šulc,2000-12-29,25,21,5,Lyon,France,pavel sulc,3944.0,0.25784596376306107,0.03605476673427992,MID,17.0,13.46,1.937366321323288,3944.0,68.75,1.4799326065664005,False,0.0,0.25784596376306107,0.19696566676344943
Czech Republic,16,GK,Jindřich Staněk,1996-04-27,30,14,0,Slavia Prague,Czech Republic,jindrich stanek,1225.0,0.0005578472068764385,0.0,GK,0.0,0.0,0.0030380855356052206,1225.0,85.0,0.002869303005849375,False,0.0,0.0005578472068764385,0.000526855695383303
Czech Republic,17,MF,Lukáš Provod,1996-10-23,29,38,3,Slavia Prague,Czech Republic,lukas provod,1777.0,0.09656892849583604,0.0,MID,1.0,1.5400000000000003,1.5434836906763836,1777.0,72.61904761904762,1.2454035070272407,False,0.0,0.09656892849583604,0.07791937352177246
Czech Republic,18,MF,Michal Sadílek,1999-05-31,27,35,1,Slavia Prague,Czech Republic,michal sadilek,1054.0,0.09987429152036587,0.0,MID,0.0,1.17,0.9960570346360903,1054.0,75.71428571428571,0.8379527434240124,False,0.0,0.09987429152036587,0.08402122937427603
Czech Republic,19,FW,Tomáš Chorý,1995-01-26,31,22,7,Slavia Prague,Czech Republic,tomas chory,1546.0,0.3054664991154163,0.09139715394566625,FWD,7.0,4.95,2.501000569977019,1546.0,70.22727272727273,1.951538323542674,True,0.09491242909742265,0.40037892821283894,0.3124168909539577
Czech Republic,20,DF,Jaroslav Zelený,1992-08-20,33,23,0,Sparta Prague,Czech Republic,jaroslav zeleny,854.0,0.04205697849147309,0.0,DEF,0.0,0.39,0.48015762782756494,854.0,68.75,0.3667870768127232,False,0.0,0.04205697849147309,0.03212685856987528
Czech Republic,21,DF,David Douděra,1998-05-31,28,17,2,Slavia Prague,Czech Republic,david doudera,1586.0,0.11859768640402901,0.0,DEF,3.0,3.3499999999999996,1.5482586640198683,1586.0,78.5,1.3504256125062184,False,0.0,0.11859768640402901,0.10344353758573642
Czech Republic,22,MF,Tomáš Souček,1995-02-27,31,90,17,West Ham United,England,tomas soucek,8584.0,0.2099192451419007,0.0,MID,24.0,21.24,1.4253605374525304,8584.0,72.77777777777779,1.1526063605326018,False,0.0,0.2099192451419007,0.16974951304684563
Czech Republic,23,GK,Lukáš Horníček,2002-07-13,23,1,0,Braga,Portugal,lukas hornicek,1550.0,0.0005101365904988484,0.0,GK,0.0,0.0,0.0025211338083425522,1550.0,81.38888888888889,0.0022799142155690367,False,0.0,0.0005101365904988484,0.0004613272253585265
Czech Republic,24,MF,Alexandr Sojka,2003-04-02,23,2,0,Viktoria Plzeň,Czech Republic,alexandr sojka,175.0,0.12,0.0,MID,0.0,0.0,0.9503264429447319,175.0,62.0,0.6546693273619264,False,0.0,0.12,0.08266666666666667
Czech Republic,25,MF,Hugo Sochůrek,2008-06-07,18,1,0,Sparta Prague,Czech Republic,hugo sochurek,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Czech Republic,26,FW,Denis Višinský,2003-03-21,23,2,1,Viktoria Plzeň,Czech Republic,denis visinsky,458.0,0.14257408415139544,0.0,MID,1.0,0.86,1.6117660720971048,458.0,52.5,0.9401968753899779,False,0.0,0.14257408415139544,0.08316821575498068
Mexico,1,GK,Raúl Rangel,2000-02-25,26,14,0,Guadalajara,Mexico,raul rangel,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Mexico,2,DF,Jorge Sánchez,1997-12-10,28,59,3,PAOK,Greece,jorge sanchez,541.0,0.041291602019896984,0.0,DEF,0.0,0.19,0.746849456362557,541.0,72.0,0.5974795650900456,False,0.0,0.041291602019896984,0.033033281615917585
Mexico,3,DF,César Montes,1997-02-24,29,67,4,Lokomotiv Moscow,Russia,cesar montes,2017.0,0.03812394216956468,0.0,DEF,0.0,0.81,0.6995840808509314,2017.0,85.0,0.6607182985814352,False,0.0,0.03812394216956468,0.03600594538236664
Mexico,4,DF,Edson Álvarez (captain),1997-10-24,28,98,7,Fenerbahçe,Turkey,edson alvarez,5009.0,0.0620199515743983,0.0,MID,2.0,2.23,0.664634875577469,5009.0,72.18309859154931,0.5330600527910062,False,0.0,0.0620199515743983,0.04974213643486562
Mexico,5,DF,Johan Vásquez,1998-10-22,27,46,3,Genoa,Italy,johan vasquez,9379.0,0.053617073882998946,0.0,DEF,5.0,5.74,0.9377668508247935,9379.0,80.8256880733945,0.8421738996703804,False,0.0,0.053617073882998946,0.04815152098972689
Mexico,6,MF,Érik Lira,2000-05-08,26,25,0,Cruz Azul,Mexico,erik lira,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Mexico,7,MF,Luis Romo,1995-06-05,31,63,4,Guadalajara,Mexico,luis romo,235.0,0.12,0.0,MID,0.0,0.31,1.7620582302108097,235.0,62.0,1.2138623363674466,False,0.0,0.12,0.08266666666666667
Mexico,8,MF,Álvaro Fidalgo,1997-04-09,29,4,0,Real Betis,Spain,alvaro fidalgo,704.0,0.11534562153062648,0.0,MID,1.0,0.57,0.9007750441498418,704.0,74.16666666666667,0.7423053604568142,False,0.0,0.11534562153062648,0.09505333626134961
Mexico,9,FW,Raúl Jiménez,1991-05-05,35,124,45,Fulham,England,raul jimenez,6106.0,0.3329816455963442,0.08150999017359975,FWD,28.0,23.09,3.075611983664738,6106.0,69.74489795918367,2.383424932919329,True,0.08464498979566129,0.4176266353920055,0.3236369674494737
Mexico,10,FW,Alexis Vega,1997-11-25,28,52,7,Toluca,Mexico,alexis vega,30.0,0.3,0.0,FWD,0.0,0.08,2.2997617599389684,30.0,70.0,1.7887035910636422,False,0.0,0.3,0.23333333333333334
Mexico,11,FW,Santiago Giménez,2001-04-18,25,47,6,Milan,Italy,santiago gimenez,2688.0,0.4062198867747451,0.052901785714285776,FWD,14.0,14.34,2.80410337479534,2688.0,63.837209302325576,1.9889570449129736,False,0.0,0.4062198867747451,0.28813271038673777
Mexico,12,GK,Carlos Acevedo,1996-04-19,30,7,0,Santos Laguna,Mexico,carlos acevedo,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
Mexico,13,GK,Guillermo Ochoa,1985-07-13,40,152,0,AEL Limassol,Cyprus,guillermo ochoa,1890.0,0.0004682413149506338,0.0,GK,0.0,0.0,0.002140162477304122,1890.0,85.0,0.0020212645618983374,False,0.0,0.0004682413149506338,0.0004422279085644875
Mexico,14,FW,Armando González,2003-04-20,23,7,1,Guadalajara,Mexico,armando gonzalez,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
Mexico,15,DF,Israel Reyes,2000-05-23,26,34,2,América,Mexico,israel reyes,45.0,0.05,0.0,DEF,0.0,0.0,0.5503984202041083,45.0,72.0,0.4403187361632867,False,0.0,0.05,0.04000000000000001
Mexico,16,FW,Julián Quiñones,1997-03-24,29,22,2,Al-Qadsiah,Saudi Arabia,julian quinones,254.0,0.3,0.0,FWD,0.0,0.38,2.6333991634791487,254.0,70.0,2.048199349372671,False,0.0,0.3,0.23333333333333334
Mexico,17,MF,Orbelín Pineda,1996-03-24,30,92,12,AEK Athens,Greece,orbelin pineda,528.0,0.1178205993853059,0.1346590909090909,MID,1.0,0.9400000000000001,1.7887664943417023,528.0,62.0,1.2322613627687282,False,0.0,0.1178205993853059,0.08116530179876628
Mexico,18,MF,Obed Vargas,2005-08-05,20,6,0,Atlético Madrid,Spain,obed vargas,739.0,0.0848058411452957,0.0,MID,0.0,0.17,0.8720879408329679,739.0,63.33333333333333,0.6136915139194958,False,0.0,0.0848058411452957,0.059678184509652524
Mexico,19,MF,Gilberto Mora,2008-10-14,17,8,0,Tijuana,Mexico,gilberto mora,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Mexico,20,DF,Mateo Chávez,2004-05-12,22,10,0,AZ,Netherlands,mateo chavez,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Mexico,21,FW,César Huerta,2000-12-03,25,26,3,Anderlecht,Belgium,cesar huerta,223.0,0.3,0.0,FWD,0.0,0.36,2.7734255340929628,223.0,70.0,2.1571087487389713,False,0.0,0.3,0.23333333333333334
Mexico,22,FW,Guillermo Martínez,1995-03-15,31,12,3,UNAM,Mexico,guillermo martinez,74.0,0.3,0.0,FWD,0.0,0.46,2.6887260054751096,74.0,70.0,2.091231337591752,False,0.0,0.3,0.23333333333333334
Mexico,23,DF,Jesús Gallardo,1994-08-15,31,121,3,Toluca,Mexico,jesus gallardo,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Mexico,24,MF,Luis Chávez,1996-01-15,30,45,5,Dynamo Moscow,Russia,luis chavez,258.0,0.12,0.0,MID,0.0,0.41000000000000003,1.842111079248271,258.0,62.0,1.2690098545932533,False,0.0,0.12,0.08266666666666667
Mexico,25,FW,Roberto Alvarado,1998-09-07,27,67,5,Guadalajara,Mexico,roberto alvarado,12.0,0.3,0.0,FWD,0.0,0.0,2.4110405547747242,12.0,70.0,1.8752537648247856,False,0.0,0.3,0.23333333333333334
Mexico,26,MF,Brian Gutiérrez,2003-06-17,22,7,2,Guadalajara,Mexico,brian gutierrez,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Africa,1,GK,Ronwen Williams (captain),1992-01-21,34,62,0,Mamelodi Sundowns,South Africa,ronwen williams,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
South Africa,2,DF,Thabang Matuludi,1999-01-14,27,3,0,Polokwane City,South Africa,thabang matuludi,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,3,DF,Khulumani Ndamane,2004-02-05,22,5,0,Mamelodi Sundowns,South Africa,khulumani ndamane,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,4,MF,Teboho Mokoena,1997-01-24,29,51,9,Mamelodi Sundowns,South Africa,teboho mokoena,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Africa,5,MF,Thalente Mbatha,2000-03-06,26,15,3,Orlando Pirates,South Africa,thalente mbatha,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Africa,6,DF,Aubrey Modiba,1995-07-22,30,44,3,Mamelodi Sundowns,South Africa,aubrey modiba,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,7,FW,Oswin Appollis,2001-08-25,24,26,8,Orlando Pirates,South Africa,oswin appollis,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,8,FW,Tshepang Moremi,2000-10-02,25,10,1,Orlando Pirates,South Africa,tshepang moremi,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,9,FW,Lyle Foster,2000-09-03,25,27,10,Burnley,England,lyle foster,3278.0,0.2487564392169719,0.0,FWD,8.0,7.74,1.582437351945079,3278.0,68.1,1.1973775963051096,False,0.0,0.2487564392169719,0.1882257056741754
South Africa,10,FW,Relebohile Mofokeng,2004-10-23,21,13,0,Orlando Pirates,South Africa,relebohile mofokeng,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,11,MF,Themba Zwane,1989-08-03,36,54,12,Mamelodi Sundowns,South Africa,themba zwane,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Africa,12,FW,Thapelo Maseko,2003-11-11,22,10,1,AEL Limassol,Cyprus,thapelo maseko,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,13,MF,Sphephelo Sithole,1999-03-03,27,28,1,Tondela,Portugal,sphephelo sithole,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Africa,14,DF,Mbekezeli Mbokazi,2005-09-19,20,10,1,Chicago Fire FC,United States,mbekezeli mbokazi,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,15,FW,Iqraam Rayners,1995-12-19,30,14,4,Mamelodi Sundowns,South Africa,iqraam rayners,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,16,GK,Sipho Chaine,1996-12-14,29,4,0,Orlando Pirates,South Africa,sipho chaine,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
South Africa,17,FW,Evidence Makgopa,2000-06-05,26,26,6,Orlando Pirates,South Africa,evidence makgopa,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,18,DF,Samukele Kabini,2004-03-15,22,6,0,Molde,Norway,samukele kabini,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,19,DF,Nkosinathi Sibisi,1995-09-22,30,20,0,Orlando Pirates,South Africa,nkosinathi sibisi,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,20,DF,Khuliso Mudau,1995-04-26,31,32,1,Mamelodi Sundowns,South Africa,khuliso mudau,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,21,DF,Ime Okon,2004-02-20,22,8,1,Hannover 96,Germany,ime okon,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,22,GK,Ricardo Goss,1994-04-02,32,5,0,Siwelele,South Africa,ricardo goss,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
South Africa,23,MF,Jayden Adams,2001-05-05,25,5,0,Mamelodi Sundowns,South Africa,jayden adams,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Africa,24,DF,Olwethu Makhanya,2004-04-30,22,1,0,Philadelphia Union,United States,olwethu makhanya,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Africa,25,FW,Kamogelo Sebelebele,2002-07-21,23,3,0,Orlando Pirates,South Africa,kamogelo sebelebele,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Africa,26,DF,Bradley Cross,2001-01-30,25,1,0,Kaizer Chiefs,South Africa,bradley cross,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,1,GK,Kim Seung-gyu,1990-09-30,35,87,0,FC Tokyo,Japan,kim seunggyu,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
South Korea,2,DF,Lee Han-beom,2002-06-17,23,8,0,Midtjylland,Denmark,lee hanbeom,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,3,MF,Lee Gi-hyuk,2000-07-07,25,3,0,Gangwon FC,South Korea,lee gihyuk,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,4,DF,Kim Min-jae,1996-11-15,29,79,4,Bayern Munich,Germany,kim minjae,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,5,DF,Kim Tae-hyeon,2000-09-17,25,7,0,Kashima Antlers,Japan,kim taehyeon,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,6,MF,Hwang In-beom,1996-09-20,29,73,6,Feyenoord,Netherlands,hwang inbeom,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,7,FW,Son Heung-min (captain),1992-07-08,33,144,56,Los Angeles FC,United States,son heungmin,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Korea,8,MF,Paik Seung-ho,1997-03-17,29,27,3,Birmingham City,England,paik seungho,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,9,FW,Cho Gue-sung,1998-01-25,28,44,12,Midtjylland,Denmark,cho guesung,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Korea,10,MF,Lee Jae-sung,1992-08-10,33,105,15,Mainz 05,Germany,lee jaesung,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,11,MF,Hwang Hee-chan,1996-01-26,30,79,17,Wolverhampton Wanderers,England,hwang heechan,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,12,GK,Song Bum-keun,1997-10-15,28,3,0,Jeonbuk Hyundai Motors,South Korea,song bumkeun,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
South Korea,13,DF,Lee Tae-seok,2002-07-28,23,15,1,Austria Wien,Austria,lee taeseok,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,14,DF,Cho Wi-je,2001-08-25,24,1,0,Jeonbuk Hyundai Motors,South Korea,cho wije,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,15,DF,Kim Moon-hwan,1995-08-01,30,35,0,Daejeon Hana Citizen,South Korea,kim moonhwan,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,16,DF,Park Jin-seob,1995-10-23,30,14,1,Zhejiang,People's Republic of China,park jinseob,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,17,MF,Bae Jun-ho,2003-08-21,22,13,2,Stoke City,England,bae junho,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,18,FW,Oh Hyeon-gyu,2001-04-12,25,27,6,Beşiktaş,Turkey,oh hyeongyu,,0.3,0.0,,,,2.2,0.0,70.0,1.7111111111111112,False,0.0,0.3,0.23333333333333334
South Korea,19,MF,Lee Kang-in,2001-02-19,25,47,11,Paris Saint-Germain,France,lee kangin,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,20,MF,Yang Hyun-jun,2002-05-25,24,9,0,Celtic,Scotland,yang hyunjun,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,21,GK,Jo Hyeon-woo,1991-09-25,34,48,0,Ulsan HD,South Korea,jo hyeonwoo,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
South Korea,22,DF,Seol Young-woo,1998-12-05,27,34,0,Red Star Belgrade,Serbia,seol youngwoo,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
South Korea,23,DF,Jens Castrop,2003-07-29,22,7,0,Borussia Mönchengladbach,Germany,jens castrop,1592.0,0.16210280603626467,0.0,MID,3.0,3.72,1.6436601675079054,1592.0,70.0,1.2784023525061488,False,0.0,0.16210280603626467,0.12607996025042809
South Korea,24,MF,Kim Jin-gyu,1997-02-24,29,22,3,Jeonbuk Hyundai Motors,South Korea,kim jingyu,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,25,MF,Eom Ji-sung,2002-05-09,24,9,2,Swansea City,Wales,eom jisung,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
South Korea,26,MF,Lee Dong-gyeong,1997-09-20,28,18,4,Ulsan HD,South Korea,lee donggyeong,,0.12,0.0,,,,1.2,0.0,62.0,0.8266666666666667,False,0.0,0.12,0.08266666666666667
Bosnia and Herzegovina,1,GK,Nikola Vasilj,1995-12-02,30,26,0,FC St. Pauli,Germany,nikola vasilj,6479.0,0.0002220780208380827,0.0,GK,0.0,0.0,0.0007041037540480003,6479.0,90.0,0.0007041037540480003,False,0.0,0.0002220780208380827,0.0002220780208380827
Bosnia and Herzegovina,2,DF,Nihad Mujakić,1998-04-15,28,12,1,Gaziantep,Turkey,nihad mujakic,68.0,0.05,0.0,DEF,0.0,0.0,0.5208209350062241,68.0,72.0,0.41665674800497926,False,0.0,0.05,0.04000000000000001
Bosnia and Herzegovina,3,DF,Dennis Hadžikadunić,1998-07-09,27,32,0,Sampdoria,Italy,dennis hadzikadunic,,0.05,0.0,,,,0.6,0.0,72.0,0.48,False,0.0,0.05,0.04000000000000001
Bosnia and Herzegovina,4,DF,Tarik Muharemović,2003-02-28,23,14,1,Sassuolo,Italy,tarik muharemovic,3015.0,0.05263895820871335,0.0,DEF,2.0,1.69,0.6260478104244931,3015.0,85.0,0.5912673765120212,False,0.0,0.05263895820871335,0.04971457164156261
Bosnia and Herzegovina,5,DF,Sead Kolašinac,1993-06-20,32,65,0,Atalanta,Italy,sead kolasinac,7198.0,0.048660531926201844,0.0,DEF,2.0,4.2299999999999995,0.4581782694076031,7198.0,78.22916666666667,0.3982544911170254,False,0.0,0.048660531926201844,0.042296365134927766
Bosnia and Herzegovina,6,MF,Benjamin Tahirović,2003-03-03,23,28,2,Brøndby,Denmark,benjamin tahirovic,919.0,0.07998884795938428,0.0,MID,0.0,0.16999999999999998,0.7493546888001812,919.0,56.0,0.4662651396978905,False,0.0,0.07998884795938428,0.049770838730283554
Bosnia and Herzegovina,7,DF,Amar Dedić,2002-08-18,23,28,1,Benfica,Portugal,amar dedic,2553.0,0.054256685662613456,0.0,DEF,0.0,2.09,1.034298441531982,2553.0,67.27272727272728,0.7731119663976431,False,0.0,0.054256685662613456,0.04055550241447875
Bosnia and Herzegovina,8,MF,Armin Gigović,2002-04-06,24,20,1,Young Boys,Switzerland,armin gigovic,2588.0,0.12243299583206488,0.0,MID,6.0,2.62,1.2715144664095763,2588.0,65.5,0.9253799727758583,False,0.0,0.12243299583206488,0.0891040136333361
Bosnia and Herzegovina,9,FW,Samed Baždar,2004-01-31,22,13,1,Jagiellonia Białystok,Poland,samed bazdar,54.0,0.3,0.0,FWD,0.0,0.01,2.3838335419714918,54.0,70.0,1.8540927548667159,False,0.0,0.3,0.23333333333333334
Bosnia and Herzegovina,10,FW,Ermedin Demirović,1998-03-25,28,40,4,VfB Stuttgart,Germany,ermedin demirovic,7602.0,0.40268552366668825,0.07482241515390686,FWD,46.0,34.93000000000001,2.757712520268299,7602.0,84.2,2.5799932689621197,True,0.07770020035213406,0.4803857240188223,0.4494275329153871
Bosnia and Herzegovina,11,FW,Edin Džeko (captain),1986-03-17,40,148,73,Schalke 04,Germany,edin dzeko,1630.0,0.3502667046000867,0.0,FWD,7.0,6.970000000000001,2.5763352192845215,1630.0,89.8,2.5706100299083334,False,0.0,0.3502667046000867,0.3494883341454198
Bosnia and Herzegovina,12,GK,Mladen Jurkas,2007-10-07,18,0,0,Borac Banja Luka,Bosnia and Herzegovina,mladen jurkas,,0.0,0.0,,,,0.0,0.0,90.0,0.0,False,0.0,0.0,0.0
